text,sentiment
"Join ISIS and sign your death warrant, Signed @tedcruz next President of the US󾓦 #GOPDebate #WakeUpAmerica #CruzCrew",Negative
"If @megynkelly moderated Perot debate: ""Mr Perot, u r ugly! Doesn't that disqualify u from being President?"" #FoxNews sucked #GOPDebate",Negative
"RT @hawesness: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/ofPk4G0SHj",Neutral
"#GOPDebate Trump = idiot, brought up important issues people like #Cruz had already brought up. He just said it like an ass, got publicity.",Negative
".@SheriffClarke Glad ou came. Yes, @carlyfiorina nailed it at #GopDebate, the @acu @Bootcamp after and with @hardball_chris  Travel safely",Positive
"RT @YaakovSchapiro: Thank you @FoxNews @BretBaier @megynkelly Chris Wallace, &amp; team, you guys put in tremendous amount of work for tonight'…",Positive
@megynkelly @realDonaldTrump #GOPDebate Call Donald for being sexist? What do photos like this do for women? http://t.co/9QGldRUgnG,Negative
RT @ShannonSanford9: Is the #GOPDebate scared of @TedCruz? #ConstitutionalCrisis http://t.co/uXyocT6Ckt,Neutral
That moment when you graduated from High School so you can watch the #GOPDebate and #DonaldTrump :)),Positive
RT @LouisOrtiz92: .@realDonaldTrump Makes His Mark During 1st #GOPDebate. His moments right here: http://t.co/gcXaL2E3iq via @NBCNews,Neutral
RT @joeflyde: #KKKorGOP during the #GOPDebate http://t.co/gRW9cK3XcB (2/2),Neutral
The clear winner of the #GOPDebate is anyone who didn't watch it.,Negative
"RT @BettyBowers: The essence of a GOP remarks about your family: ""No! My father was an even bigger loser than his!""  #GOPDebate",Negative
"@ZeitgeistGhost
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Negative
RT @FemsHaveBallz: The real loser in the debate to me was Jeb. The establishment is begging for us to vote for him &amp; he showed us why we sh…,Negative
I'm going to share MY post-debate analysis on @Periscope (RobCarpenter2).  Join me.  #GOPDEBATE,Neutral
#ProWrestling Can Teach You Everything You Need to Know About the #GOPDebate http://t.co/bRlwGxXKIs same target audience too,Negative
RT @LilaGraceRose: Is @tedcruz going to be asked any questions soon? #GOPDebate,Neutral
"""Freedom is not free and we must fight for it every day.""  -@RealBenCarson Even if you don't vote for the guy, appreciate #truth #GOPDebate",Positive
Don't buy @tedcruz 's stale rhetoric. Successful #CVE looks at root causes of radicalism &amp; adopts long-term solutions #GOPDebate,Negative
Say what you want but if the gop ratings are through the roof you can single handedly thank @realDonaldTrump for it #GOPDebate,Positive
RT @KyleKulinski: Ben Carson isn't for 'politically correct' war. AKA he'll violate international law and think nothing of it. #GOPDebate,Negative
RT @luisAUGUSTOpr: #GOPDebate Recap http://t.co/TsUIKsJEeB,Neutral
The perfect remedy for a #GOPDebate hangover is to #FF @woodhouseb  @fakedansavage  @missb62  @ChasingTao @HollandCooke @RobinHoodTax,Negative
"""This wasn’t a debate, this was an inquisition."" A Foxy, Rowdy Republican Debate http://t.co/GI9kAKuee1 #GOPDebate #tcot #ccot #ycot",Negative
"RT @johneberkowitz: If Donald Trump is elected, there will be hell toupee. #GOPDebate",Negative
#GOPDebate @realDonaldTrump had alot of speakin time but pretty much used that to make a mockery of the presidential campaign.,Negative
RT @katiecouric: Cooper seems to be losing interest. #GOPDebate http://t.co/fWqSaIEbkR,Negative
"Rubio Did A Good Job Last Night.
#GOPDebate",Positive
"RT @JamesViser: Trump loses #gopdebate but Rubio, Cruz and others triumph #copolitics #tcot #tlot #pjnet #gop http://t.co/YNSEYzRrhA",Negative
Clearly that means Toucan Sam and I are planning to take over America. And Fruit Loops are rainbow colored so it's extra scary. #GOPDebate,Neutral
RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @V1ct0rCR0cc0 @polipaca @mpf2011 @BarryHouse @lipdesign @justiceputnam …,Neutral
"RT @philsturgeon: ""Will anyone protect our right to discriminate against people based on any arbitrary thing we decide fits into our religi…",Negative
RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho  @francie57 @MemphisJohnny1 @Floridagordon @floridajewel…,Neutral
"RT @hoonurse: Hey America, after the #GOPDebate, this about sums it up... http://t.co/4M0MskR83h",Negative
#VNewsCD Pundits Incensed Over… http://t.co/sHOjCSdzr8 #Politics #Abortion #GOPDebate #MegynKelly #NBA #Hashtags http://t.co/rB0mhucI69,Neutral
"Who won the #GOPDebate?
@realDonaldTrump?
@RealBenCarson?
@CarlyFiorina?
Nope, it was @SenSanders
#DebateWithBernie 
http://t.co/QsYJ19jw8h",Neutral
I'm having a really hard time thinking of ways that @PFTCommenter could have been more successful with his #GOPDebate shenanigans @edsbs,Positive
It appears the word has gone out from Fox to rally around the moderators of #GOPDebate. Seeing lots of staff tweets trying to defend.,Negative
The perfect remedy for a #GOPDebate hangover is to #FF @IndieMediaWeek @Truman_Town @snarkylibdem  @RelUnrelated  @morgfair @IanReifowitz,Negative
Trump: Megyn Kelly’s Sexism Question ‘Was Not a Very Nice Question’ @realDonaldTrump #GOPDebate #2016 http://t.co/q7bHKnXWIE,Negative
A Trump at the Roxbury: https://t.co/bMUjvo7u83 #TrumpAtTheRoxbury #GOPDebate #SNL #DonaldTrump,Neutral
RT @SpudLovr: #Walker16's Rejection of Medicaid Money Costing Wisconsin Nearly $400 Million http://t.co/WVCiloZKpf #wiunion #GOPDebate #p2 …,Negative
RT @BryanLowry3: Reminder that Common Core was not created by the federal government. Was created by Natl. Governors Association. #GOPDebate,Neutral
"RT @JamesRosenFNC: Good morning America, how are ya? Your native son will be teeing up the best #GOPDebate sound on @FoxFriendsFirst @ 5 &amp; …",Negative
RT @tonykatz: Can I get a debate where @GovChristie and @RandPaul discuss liberty and security for an hour? Please? @93wibc #GOPDebate,Positive
RT @NPetallides: #onset NOW @FoxBusinessAM #GOPDebate coverage #jobsday  #mediastocks Dow DOWN 6 days! Maybe 7 now? WTD -1.52% http://t.co/…,Neutral
Bet you'll never guess what gourmet delicacy we were snacking on during last night's #GOPDebate?!,Neutral
I really liked many of the candidates as people but not so much as future Presidents. #GOPDebate @HappeningNow,Negative
RT @amandaclockwood: Scott Walker &amp; Droopy Dog... definitely related. #GOPDebate http://t.co/HccDkmV1WG,Negative
Notable quotes from the #GOPDebate http://t.co/GyAQEDBV4s put together by @jessilespie @JDante_PR @selhussain,Neutral
Camilo fires up the crowd outside Slymans. #GOPDebate http://t.co/2mLt8kWdPZ,Neutral
"Who's ""marginalizing"" women Lingerie model @megynkelly or @realDonaldTrump Glass houses? #DeBaitAndSwitch #GOPDebate https://t.co/HmKmm5UoNA",Negative
The perfect remedy for a #GOPDebate hangover is to #FF @wrappedinflag  @kenpickles @TomShafShafer @debbhakel @raine1967 @ColMorrisDavis,Neutral
"For sex talk that's a little less crazy than last night's #gopdebate, here's @AngelaLedgerwoo and I on @litupshow: http://t.co/4dJcC81a5m",Neutral
".@megynkelly, @realDonaldTrump insults everyone, so is it misogyny? Didn't #RosieODonnell throw the first punch in their feud? #GOPDebate",Negative
Props to @megynkelly for doing a great job asking the hard hitting questions @ the #GOPDebate last night,Positive
#GOPDebate fills me with mild dread,Negative
This! biggest loser last night was @megynkelly who came across as a condescending cat! #boycott her show! #GOPDebate https://t.co/GlN4dwVCPN,Negative
"RT @GetEQUAL: As the #GOPdebate begins, can you tell the difference between the GOP and the KKK? Take the quiz: http://t.co/G6xlQQiKJ1 #KKK…",Neutral
@JohnKasich really impressed me in the debate. I hope to see your pole numbers increase. #GOPDebate #GOP #ohio,Positive
"""At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?"" @CarlyFiorina http://t.co/9hrN1F0vAx",Neutral
Right. Let's get angry about all of the topics they didn't bring up at the #GOPDebate like they care. You can't penetrate the bubble.,Negative
Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #uniteblue #cnn #p2,Negative
Vets are most politician's afterthoughts. Squeaky wheel #BlackLivesMatter got attention though @angelathomas22 @ConcernedVets #GOPDebate,Neutral
The perfect remedy for a #GOPDebate hangover is to #FF @expatina @Slfriend79 @SupermanHotMale @AnOldLefty @LaurensComedy @janieo @brontyman,Neutral
RT @comcatholicgrl: Talk pro-life to me #GOPDebate,Neutral
Fashion: an everyday debate. #GOPDebate  https://t.co/IvgagREd2a,Neutral
Good luck to everyone competing in the #GOPDebate in Blaine this weekend! @HappyCowsUlti @MNSuperiorU16 @texas_tango @DeadriseDC,Positive
RT @OhioBATs: yes we need to listen to this #GOPDebate #Batsask why is that MR. Kasich  no trickle down working here!   https://t.co/jjABL8…,Negative
Good idea from colleague @David_Boaz: set up 1-on-1 @ChrisChristie vs. @RandPaul #GOPDebate. I'd watch http://t.co/xI1dSIBDSv #cato2016,Positive
@debrajsaunders @GasiaKTVU Donald Trump was the self proclaimed winner of the #GOPDebate you ladies agree?,Negative
RT @elielcruz: Fact: Americans are in more danger from the threat of white men domestically than ISIS internationally. #GOPDebate,Negative
Is it safe to get on social media yet or is everyone still posting their writer's packet for the Daily Show? #GOPDebate,Neutral
RT @dragswolf: We should have built that wall in 1491. #GOPDebate http://t.co/tVsTft9YK5,Negative
I didn't watch the #GOPDebate last night but saw 1st 90s this morning. Why does it feel exactly like @AmericanIdol or sim show? #WereFucked,Negative
"Donald Trump, Rosie O’Donnell Feud: #DonaldTrump Slams #MegynKelly &amp; ‘Fat Pig’ #RosieODonnell [Video] http://t.co/VDNBhh6i7p #GOPdebate #GOP",Negative
RT @scottEweinberg: This thing is longer than two Hobbit movies combined. #GOPDebate,Negative
"RT @TheMayaka: .@VanJones68 ""@JebBush looked like oatmeal getting colder!"" ZINGGG!!! #GOPDebate",Negative
"Congratulations @Rosie for making the ""presidential"" discussion. Who knew you were so important?  #GOPDebate",Negative
RT @RepublicanRI: Noticing most of the stories and social media regarding the #GOPDebate last night is about @realDonaldTrump.,Neutral
RT @419in703: .@realDonaldTrump said it best last night: It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope http://t.co/xNo4YcFzIV,Positive
"RT @BicycleLobby: Since so much oil comes from the Middle East, wouldn't a War on Cars be more effective than a War on Terrorism? #GOPDebate",Negative
"RT @JHoganGidley: Goodbye #Cleveland, OH.
Hello #Greenville, SC. 
After @GovMikeHuckabee crushes #GOPDebate, the campaign continues. http:/…",Positive
Wish Hilary had Carly Fiorina passion and spark! She should take some lessons from her.#GOPDebate,Positive
Early numbers show record audience for first #GOPdebate http://t.co/VMs287kXGM,Neutral
"""We are currently experiencing a master class in the art of political stupidity"" http://t.co/HzmgLpHBl2  via @FodaRecord #GOPDebate #despair",Negative
"RT @BrentHBaker: From before #GOPDebate, @TheMRC's and @NewsBusters' ""Don't Believe the Liberal Media"" sign on MSNBC. http://t.co/uUoMmVV8Zn",Neutral
"RT @sallykohn: Didn’t really gain anything from tonight’s #GOPDebate except for AN EVEN GREATER MOTIVATION TO ELECT A DEMOCRAT IN 2016. 

A…",Negative
"Wonder what ""President"" @realDonaldTrump's late-night tweeting might look like after meeting with Angela Merkel. #GOPdebate",Negative
"NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q",Positive
"I didn't watch the #GOPDebate. I'm going to wait and watch Jon Stewart's @TheDailyShow coverage next week. Oh, wait...😢 #JonVoyage",Neutral
RT @amandagutterman: I wrote on @SlantNews about my nostalgia for a time when politics was kind of boring: https://t.co/uIpoaiGI9A #GOPDeba…,Negative
@ScottWaker rope-a-dope strategy for #GOPDebate was brilliant.,Positive
"RT @GovtsTheProblem: Apparently it was @FoxNews which received the order for the Code Red on Donald Trump, not the other candidates.
#GOPDe…",Negative
RT @rightwinglatina: Marco Rubio emerges as the party’s brightest star http://t.co/TTG6gEG3sE #GOPDebate #Rubio2016 #ImwithMarco,Positive
"A tiny part of me really wants Donald Trump to be US president. I mean, it would be hilarious. It would be horrible. Buthilarious #GOPDebate",Negative
RT @ReactionaryTree: Remember to attack the #cuckservative in the #GOPDebate tonight http://t.co/uRTVBE9EKD,Negative
"@hotairblog @realDonaldTrump is the modern day Herbert Hoover and we'll pass! Thanks, The Silent Majority! #GOPDebate #gop #tcot",Neutral
Based on last night's #GOPDebate that Paul v Christie 2nd Rd will be match of tourney! @BarrettAll  https://t.co/6b0n5IIj18,Neutral
"I am in no way stumping for @realDonaldTrump, but I do find it interesting that both the left &amp; the right are bashing him hard. #GOPDebate",Neutral
A college debate coach's perspective on who 'won' the #GOPdebate last night. http://t.co/3caFylQojK @EmoryAdmission @emorydebate @trefpool,Positive
RT @ChuckNellis: YES!!!! @krauthammer said @TedCruz had the best night! #Cruz2016 #GOPDebate,Positive
RT @benshapiro: How fast did Kasich track down a gay person to invite him to a wedding when he decided to run for president? #GOPDebate,Negative
RT @GameANew: @kimguilfoyle YOU are my favorite! Oh you mean the #GOPDebate Carson and Carly.,Neutral
RT @AG_Conservative: Did Trump just say he opposed Iraq war in July 2004? The invasion was in March 2003. #GOPDebate,Negative
@FoxNews @fxnopinion @foxnewspolitics Very good job by Fox News #GOPDebate,Positive
"RT @heysarahsweeney: Didn't Nostradamus predict the ""village idiot"" would rule the world? What if... what if it wasn't Bush after all?
#GOP…",Negative
Judging by the # of people that tuned in last night I'd say @HillaryClinton is shaking in her pantsuit. Ppl are tied of the dems  #GOPDebate,Neutral
"Consensus from #GOPdebate: Several big winners, no real losers, yet everyone holds place--except Fiorina. What?! What's the math there?",Negative
"@SMShow  @frangeladuo  #GOPDebate Gave ""No Fucks"" About #BlackLivesMatter http://t.co/IuwKYlUdMg",Negative
"Ben Carson &amp; Marco Rubio were biggest winners of #GOPDebate, Donald Trump &amp; Rand Paul biggest losers. https://t.co/qUwbtdThms",Neutral
"RT @TheMayaka: .@marcorubio's God is only generous to #Republicans, so generous that he allowed them to lose twice but give them 17 candida…",Negative
"RT @peterdaou: If I had a time machine, I'd fast forward 100 years and show people a presidential debate that didn't mention climate change…",Neutral
https://t.co/2Vjdgml3g4 Chris Christie last night at the #GOPDebate,Negative
"RT @3paulas: interesting  2 see who isn’t worried about alienating Latino voters, and who is..” http://t.co/sLz2bl851o #uslatino #GOPDebate…",Neutral
RT @drjohnstl: I was asked about @realDonaldTrump &amp; the #GOPDebate last night. It was clear to me the questions were negatively baited &amp; lo…,Negative
First GOP debate! #allinCLE #gopdebate #kasich4us https://t.co/td0Ha5LzFJ,Neutral
The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho  @francie57 @MemphisJohnny1 @Floridagordon @floridajewel @Infamous_Deb,Negative
"Notice last night nothing about climate change, minimum wage, gun control, and barely got into same sex marriage. #GOPDebate",Negative
"It's very interesting that every one of the GOP candidates hates the govt., &amp; yet they're applying for a job to join it. #GOPDebate",Negative
"I missed the #GOPDebate last night, can anyone give me the Cliff's notes?",Neutral
RT @tamaraleighllc: Disappointed. @megynkelly was my media #girlcrush &amp;after #GOPDebate think #WeAreOnABreak @FoxNews @realDonaldTrump  htt…,Negative
RT @noimosque32: Dr. King says his dream became a nightmare... https://t.co/FswFvAwKH0  #JusticeOrElse #GOPDebate,Negative
"""Governor Walker, you've...said you want to make abortion illegal. Even in...rape, incest, or to save the life of the mother""
#GOPDebate",Negative
"RT @LilaGraceRose: .@tedcruz talks hard policy for first days of Presidency, including prosecuting illegal activities of abortion giant @PP…",Neutral
RT @UGottaWoody: Yep. It was like watching the political equivalent of #Sharknado. #GOPDebate https://t.co/AUTzyTwnv7,Negative
The irony of the @TheDailyShow ending with a speech about #BS the same night as the first #GOPDebate did not escape us. But it was sad.,Negative
"#MegynKelly  #GOPDebate After last night I won't be watching anymore ""It's all about me"" Queen Kelly poor me fashion show/ debates.",Negative
More  #hypocrisy from @GovKasich and his #lbgt insight with some unknown god that agrees with #sodomy #GOPDebate  https://t.co/8xADP0WwTQ,Negative
The perfect remedy for a #GOPDebate hangover is to #FF @V1ct0rCR0cc0 @polipaca @mpf2011 @BarryHouse @lipdesign @justiceputnam @timcorrimal,Neutral
"NEW STATEMENT on #GOPDEBATE: It's not a debate, it's an embarrassment:  @CorrectRecord http://t.co/JwZqoAf75E … #TruthMatters @AlexWagner",Negative
"RT @OppressedFart: . @megynkelly drawing heat on Facebook for attacking @realDonaldTrump with the ""sexism narrative"" in the #GOPDebate http…",Negative
RT @AG_Conservative: Trump asked for evidence of his dumb accusation makes up secondhand testimony from anonymous border patrol agents. #GO…,Negative
Fantastic: @jowyang's ranked winners in #GOPDebate :-) https://t.co/EGp67cOuZH http://t.co/dAXRRVQBbA,Neutral
"RT @tobiasximenez: Need to check the source, but seems like something logical he would say #GOPDebate #RepublicanPrimary http://t.co/Ev6cta…",Negative
RT @AG_Conservative: Nobody talked about illegal immigration until Trump said a bunch of dumb stuff about it. Right. #GOPDebate,Negative
Megan Kelly..you're fired! #GOPDebate,Negative
"RT @MSignorile: Ok, that gave us a lot of material for tomorrow’s show! 3-6 ET @SXMProgress #GOPDebate",Neutral
RT @blacksab67: FACT: No GOP candidate has ever seen Ratt. #GOPDebate,Negative
"RT @AG_Conservative: Crowd boos as Trump, Hillary's stalking horse, is the only one to refuse to pledge to support the Republican nominee. …",Neutral
"""Donald #Trump: of all the Donald Trumps in the world, you're the Donald Trumpiest !"" http://t.co/E2rBoZ1Zwy 
@realDonaldTrump #gopdebate",Negative
"RT @ElizabethND04: Now the nation knows how awful Jersey is, practically/politically/financially speaking with the facts Bret just rattled …",Negative
Still in disbelief that the last question last night was about God. So much for separation of church and state. #GOPDebate,Negative
RT @AmyMek: Shut Up .@RepDWStweets-&gt;Typical Lib tries 2 convince Americans they R Victims 2 advance overreaching pub policies &amp; secure Vote…,Negative
Check out what Donald Trump &amp; the rest of the #GOPDebate believe is this year's Song of The Summer (it's Trap Queen) http://t.co/UgqnVjBhLP,Negative
"RT @TheBaxterBean: While deep in personal debt Marco Rubio bought an $80k boat, leased $50k luxury SUV http://t.co/qTn4MpF3E2 #GOPDebate ht…",Negative
"A nice look at yesterday debate ""A Foxy, Rowdy Republican Debate"" #GOPDebate #FoxNews http://t.co/rF40CcI35x",Neutral
RT @KristanHawkins: Abortion is the greatest civil rights issue of our time. #GOPDebate,Negative
17 classy photos from Thursday’s #GOPDebate http://t.co/SsmeqWDQQi http://t.co/GnsXwcX1Yf,Negative
RT @lynnsweet: Waiting for @scottwalker at @Slyman's Jewish deli in Cleveland day after #GOPdebate http://t.co/g7PnAfwtP4,Neutral
"True, Hillary Clinton wrote a paper on Saul Alinsky in college. I once wrote a paper about the Keel-billed Toucan. #GOPDebate",Neutral
#GOPDebate What a boring and irrelevant group of people!,Negative
WSJ: Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/HmYbRZCEvK http://t.co/gRNb1dorg7,Neutral
RT @ElizabethND04: Chris Christie has done nothing he promised us. Trump is a joke and an out-of-touch jerk.  #GOPDebate,Negative
"MK: ""Mr. Jackson, you molested &amp; paid off young boys...""
MJ: ""Only my Macauley Culkin.""
*audience roars with laughter, applause*
#GOPDebate",Neutral
"Great #GOPDebate - CAN WE TRUST YOU?
U were fired from HP, fired thousands of Americans &amp; sent jobs overseas.
@CarlyFiorina @FoxNews @CNN",Negative
"RT @StephenFleming: NYTimes: “It compels me to write a cluster of words I never imagined writing: hooray for Fox News.” #GOPdebate 
http://…",Positive
"Well, after watching the #GOPDebate - I decided I wasn't voting for any of those candidates - No need to watch another #GOPDebate.",Negative
#GOPDebate Reveals @GOP Candidates’s Terrifying Fantasies About #Abortion http://t.co/GYjq13nW35 #TNTVote #AINF #tlot #p2 #tcot #womenrights,Negative
RT @sheetalsheth: CAN WE STOP SAYING PRO-LIFE??? We are all for life. ANTI-CHOICE seems more appropriate. #GOPDebate,Neutral
The perfect remedy for a #GOPDebate hangover is to #FF @s_cosgrove @rascality @DCdebbie @Satur9 @joanwalsh @RockyMntnMike @alikat747,Negative
RT @germanirishlass: I think everyone that is bashing @therealdonaldtrump is scared to death of bold honest unapologetic truths.  #GOPDebate,Neutral
Let's change the racist usage of the word articulate to describe Republicans who are well spoken. #GOPDebate,Negative
RT @ElizabethND04: Leaning toward @CarlyFiorina.  Get a kick a-- corporate woman in there to fix the mess!  We'll see if these dudes change…,Neutral
"RT @JohnDrogin: Line of the night and most switched votes for @tedcruz, according to post-debate Fox focus group. #gopdebate http://t.co/aJ…",Positive
RT @mjtbaum: Maybe @realDonaldTrump can just ask to borrow this... #GOPDebate http://t.co/chnjqlQmBn,Negative
"RT @TheBaxterBean: Republicans always hate welfare benefits and big gov't, especially when they grew up relying on them. #GOPDebate http://…",Negative
"Is this a debate or an ep of American Idol? Randy, where you at doooooooog?!?!? #GOPdebate",Negative
RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @gottalaff @Truman_Town  @SusieMadrak @JAMES_X_ @BorowitzReport,Neutral
In #GOPDebate I was hoping to get a better sense of @CarlyFiorina.  I did and I liked what I saw.,Positive
"Just wondering, how many friends *did* Mr.Trump pay to come to his wedding? He's rich, he gives out LOTS of money. #GOPDebate #AFriendIndeed",Negative
RT @megynkelly: What do the Democrats think about the #GOPDebate? @DWStweets and @billburton join #KellyFile LIVE.,Neutral
RT @AndreJuwaan: How does @ScottWalker plan on giving priority to working American families and wages if he is so anti-union? #DebateWithBe…,Negative
#GOPDebate john kasich didn't answer the questions for most of the night . Not sure how he won but maybe that plays to Republicans.,Negative
Bernie Sanders live-tweeted the #FeelTheBern #GOPDebate http://t.co/esAxEmQYXk via @HuffPostPol,Neutral
"#GOPDebate Also will someone please tell me the fuck is voting for Jeb Bush in all these supposed ""polls""? No one I know is!! Fuck him.",Negative
@FoxNews @marklevinshow @seanhannity @realDonaldTrump  how thinks its time for a3rd party? #GOPDebate #Trump2016 #Trump #foxnewsisdead #news,Negative
#GOPDebate offers quite a show - http://t.co/vYp2yecRka,Neutral
RT @_ciaradanix3: where's @wakaflocka during this presidential debate? #GOPDebate #snakesinthegrass 🇺🇸🐍,Negative
"#GOPDebate reassured of affinity Republicans have with Kurdish militants. If elected president Jindal said he'll ""arm the Kurds"" i.e. PYD.",Positive
When will we  c a presidential debate in #Zimbabwe like the #GOPDebate yesterday? Party level or national level? @DavidColtart @ProfJNMoyo,Neutral
"RT @ElizabethND04: But, Trump wins the awkwardly pursed lips battle...as always. #GOPDebate #FoxDebate #FOXNEWSDEBATE @BuckSexton  https://…",Negative
Dr. King says his dream became a nightmare... https://t.co/ZmMwPr1IZh  #JusticeOrElse #GOPDebate,Negative
Dr. King says his dream became a nightmare... https://t.co/FswFvAwKH0  #JusticeOrElse #GOPDebate,Negative
Dr. King says his dream became a nightmare... https://t.co/72UVyMN4U4  #JusticeOrElse #GOPDebate,Negative
Dr. King says his dream became a nightmare... https://t.co/YBo1Weii6U  #JusticeOrElse #GOPDebate,Negative
"RT @Cary_Cheshire: You know, @FoxNews should not have put Debbie Wasserman Schultz on TV. Scaring tons kids right before bed. #GOPDebate",Negative
RT @Realdaveblack: When I want to be entertained but everybody wants to tweet about politics. #GOPDebate http://t.co/2OnxWHRHay,Neutral
Trump wasn't asked to weigh in on idiotic God question from FB - maybe because God hasn't purchased a property from him (yet)   #GOPDebate,Negative
#GOPDebate: Did Cruz Trump Trump? https://t.co/lOCTZi5YQV via @CR @RMConservative is spot on!,Neutral
@LeviGolden Agree. Carson was very compelling when given the chance. #GOPDebate,Positive
RT @michaelhenry123: @FrankLuntz Do people realize Huckabee has no campaign or money?#GOPDebate,Neutral
RT @DianeRavitch: #GOPDebate Megan should have asked Scott Walker if he would let his own wife die to save unborn child.,Negative
"SMH. Trump's Twitter tirade: Megyn Kelly a 'bimbo,' Frank Luntz a 'clown' #gopdebate http://t.co/wyWLcGtcZR",Neutral
RT @yobynnad1127: If I were president I would send the #BlackLivesMatter gang down to the border to build the wall. Then they would matter.…,Negative
7 things Donald Trump said that would have destroyed any other GOP candidate. http://t.co/xrw4zIsxrB @politico #GOPDebate #GOP2016,Negative
"ALL the candidates represented a clear and superior choice to Hillary, Bernie, Elizabeth and Uncle Joe!!! #GOPDebate #teaparty #tcot #tdgn",Negative
"RT @foodwishes: Sorry, China, but sounds like we just may decide not pay you. #GOPDebate",Neutral
"RT @LiberalMmama: In other words, GOP, YOU LOSE! The economy IS improving!! NONE of you could beat Pres Obama! #GOPDebate  https://t.co/Ycf…",Negative
I think Arthur Anderson could have run the #GOPDebate more honest than #FOXNEWSDEBATE,Negative
"Without his glasses, @GovernorPerry looked kinda dumb.  With them, he looks like he might have better vision.  #GOPDebate #KidsTable",Neutral
RT @TheBaxterBean: Oops. #GOPDebate  https://t.co/jQ9t7Fb9xM,Negative
RT @Uptomyknees: The Facebook logos on stage during a debate between potential leaders of our nation is chillingly sinister in such a blata…,Negative
"Spot on take on 2016 GOP field following #GOPDebate: ""not good for the party, but makes excellent TV"" http://t.co/xTRt1MbcL3 #iacaucus",Negative
RT @FakeJDGreear: .@RandPaul reminds me of the evil land developer trying to bulldoze the neighborhood in every 80s movie ever. #GOPDebate,Negative
Guess she's not laughing now. #Carly2016 #CarlyFiorina #GOPDebate  https://t.co/KBt4LTzYHk,Negative
RT @linnyitssn: I still can't stop laughing about how Rand Paul freaked out because Chris Christie gave the black President a hug. #GOPDeba…,Negative
real question is how many minutes for Fox News Questions? #GOPDebate @FoxNews @nytimes seems like a waste of airtime.,Negative
RT @coebooth: Is that really all they’re going to say about race? One question to one guy??? #GOPdebate,Negative
"RT @Bipartisanism: How to stay sober during #GOPDebate drinking games:

Take a shot every time someone tells the truth. http://t.co/v1gKlMd…",Negative
"Rubio-Backed Insurance Market ""Covers 80 People"" -Obamacare Covers 1.6M in FL Alone http://t.co/WHgciD8Ee7 #GOPDebate http://t.co/Y1AWqcPfNW",Negative
RT @PeterBeinart: make Planned Parenthood pay for the wall with Mexico #GOPDebate,Negative
"The winners of the GOP Debates: Kasich,  Fiorina, Clinton, Sanders, O'Donnell, and Kelly. #GOPDebate",Negative
So who won last nights  #GOPDebate?....Hilary Clinton by a long shot!,Negative
"RT @nowthisnews: Last night's #GOPDebate was, unsurprisingly, a complete circus. And @realDonaldTrump was the ringleader. http://t.co/bigYh…",Negative
"Last night there were 4 blue ties, 5 red ties and 1 striped tie, with 7 blue suits and 3 gray suits. These are bold men. Discuss. #GOPDebate",Neutral
RT @ChrisCamps76: .@RandPaul rolled his eyes when @ChrisChristie mentioned how he hugged 9/11 victims. Goodbye Rand. Lost respect for him. …,Negative
"RT @pipnice1: I never laughed so much during a debate. Anyone else notice the ""times up"" buzzer sounded like Price is right sound? #GOPDeba…",Neutral
So there's this #GOPDebate #CNN http://t.co/rtKzReN0pK,Neutral
"It's disturbing to watch #Trump being applauded after he admits calling women fat, pigs, disgusting animals. #GOPDebate #Election2016 #WoW",Negative
RT @SarahWoodwriter: This pretty much sums up the first #GOPDebate... http://t.co/f6GADlinpn,Negative
I'm baffled that after the #GOPDebate there are people still intending to vote for one of them. #smh,Negative
#GOPDebate score with @cmarinucci  https://t.co/sIsBsJPUbF,Positive
"#GOPDebate I loved Walker nodding along to Carson's responses. Carson speaks common sense, sadly that is an uncommon trait.",Positive
"""Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/aqbdkVhnMb http://t.co/BycUI5nKiX""",Neutral
"""What were the hardest-hitting questions in the #GOPDebate? JasonBellini takes look: http://t.co/4zXywLiB2i""",Neutral
This looks like the saddest reboot of Ocean's Eleven where Schwarzenegger couldn't make the presser #GOPDebate. https://t.co/Sz7lU417B2,Negative
Republican presidential debate: How Donald Trump's performance may stall campaign   http://t.co/slCaguepIS #US #USA #USpoli #GOP #GOPdebate,Neutral
RT @JoePrich: .@megynkelly remember when you scolded Candy Crowley for doing exactly what you did tonight? #GOPDebate #Shill http://t.co/0s…,Negative
